index,exclude_genes,E_pop,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
SUMF1,True,5.0300057280748725,False,0.44102291181252284,1.3232861817438373,0.71943814,0,False
OSM,True,4.0483388600482,True,0.11760118685415624,1.7338701855663952,1.528457,1,False
PPFIBP1,True,4.152849449611787,False,0.5732294313013816,-0.03886563309213922,-1.7758111,0,False
SAT2,True,5.541362909178058,False,0.6110607247522186,1.2720248776837888,0.64626485,0,False
RMDN3,True,4.857543477816344,False,0.41858283476969954,1.2616524939374951,0.61740035,0,False
MICA,True,4.686213384644486,False,0.4277167613591344,1.1287343432086636,0.3157647,0,False
FIS1,True,7.522425742707691,False,1.1168453558742426,1.331349479008983,0.83644825,0,False
IGLL5,True,10.380663270033494,True,0.6258499681012846,2.154169666667613,2.3582404,2,True
FOXN2,True,4.1742978778905115,False,0.4228435028583024,0.9959448334865224,0.09148126,0,False
CD83,True,6.2804515068086095,False,0.540436718085306,1.5920875493517812,1.2823997,0,False
VPS16,True,5.55314806482851,False,0.550759627530894,1.3411140046369083,0.78756535,0,False
NOTCH2,True,4.750875446416193,False,0.567482875787856,0.8764801754067894,-0.080488205,0,False
TOR2A,True,4.730875896322589,False,0.3470427377189095,1.4437682089548272,0.9875251,0,False
ZNF136,True,4.342497539029817,False,0.308287125407691,1.211526183610511,0.51816946,0,False
MGP,True,6.294864007196951,False,0.3056501591283227,1.6303865205462618,1.34459,0,False
SMS,True,6.679085630089045,False,0.8567420623113722,1.293477899527987,0.7410425,0,False
NUB1,True,5.27871921293212,False,0.6546058707379159,1.0979927236172102,0.34773687,0,False
HMBOX1,True,4.084499526067026,False,0.3635655554546106,1.1079005101397552,0.2969395,0,False
ITK,True,6.08316293228662,False,0.7076673708067288,1.377346164297107,0.891659,0,False
FBXL5,True,5.982725043134301,False,0.7751271158895365,1.1944755114424581,0.54110104,0,False
UQCRQ,True,6.167566382540959,False,1.1026821782106344,0.5228629887620742,-0.7051567,0,False
ITGB2,True,8.319203000643144,False,1.3134599647934806,1.3102762237546515,0.9383127,0,False
PHPT1,True,6.334340206336391,False,0.891641335587783,1.1924435516697551,0.52183986,0,False
KAT5,True,5.284096836778319,False,0.5212380627874084,1.2916390640404816,0.7009516,0,False
ERH,True,7.080179381356226,False,1.0216350998443746,1.1998998808140504,0.5545844,0,False
GIMAP6,True,6.200280358835308,False,0.702951976774457,1.4666044760617882,1.0435312,0,False
AREG,True,5.746680714635578,True,0.33902949749871586,1.7400736306941873,1.5545912,1,False
LOC220729,True,4.3733844350132385,False,0.5261173067279276,0.6820392194236018,-0.44514054,0,False
LIPT1,True,4.1806521913743,False,0.2871688263336122,1.2669562962799596,0.59686476,0,False
NSUN5,True,5.0879870509906855,False,0.5599695712643855,1.160653656998769,0.4088396,0,False
MAN2C1,True,4.955500743044941,False,0.5299240944809823,1.111647458891163,0.36183783,0,False
SF3B5,True,7.08056772217654,False,0.9668667281553449,1.3115506992638237,0.8075375,0,False
ZNF713,True,4.336967212944324,False,0.7807667739408684,-0.1855301537839811,-1.987829,0,False
TRMT2B,True,5.008064342153676,False,0.760478419938392,0.37747498770850807,-0.9676715,0,False
MYC,True,5.990841578598414,False,0.6170010022401768,1.3572275464032022,0.8359486,0,False
SUPT16H,True,5.634510491653883,False,0.7597878495661197,1.0760002058458182,0.30925393,0,False
IL10RB,True,6.231227849282933,False,0.7562672515102602,1.2753022886508547,0.6837133,0,False
DPY19L2P2,True,5.025882219037244,False,0.8334146268398942,0.20798354842735609,-1.254925,0,False
TRAPPC6A,True,5.8931229558318545,False,0.5681417632211939,1.5060192438399067,1.0998646,0,False
CEMP1,True,4.219139034639189,False,0.2738529638541132,1.3516115563148616,0.7736501,0,False
VCP,True,7.2855265633490935,False,1.1861908226443076,0.9754697913212289,-0.040243007,0,False
BGN,True,5.233417695922386,False,0.22127501707904268,1.5932670998788594,1.215331,0,False
THEMIS2,True,5.547886957436194,False,0.5305133351193048,1.4279156559111215,0.9364153,0,False
APOBEC3F,True,5.2410173040788495,False,0.8404108421145762,0.45323492526274867,-0.84726053,0,False
RPL36A-HNRNPH2,True,5.917550518478078,False,0.7702948878510902,1.1233340155866487,0.39340088,0,False
ATG3,True,6.969361825139705,False,0.8842932235142533,1.3344734420640698,0.804754,0,False
NDUFV2,True,7.904351607232157,False,1.252839931191172,1.1867253599892704,0.50748837,0,False
KLHDC2,True,5.9519255027121325,False,0.5768070963022343,1.357164197942919,0.86550057,0,False
GBP4,True,5.695452648307865,False,0.893655550741894,0.5851123674548353,-0.6298997,0,False
SFXN3,True,4.719330863831882,False,0.5736755915731273,0.7450369868919977,-0.37812904,0,False
IKBKAP,True,4.093685078072838,False,0.41946084021503105,0.9613280412785987,0.0075335614,0,False
SNW1,True,6.335584693949535,False,0.8413441476431587,1.2456979409388276,0.6295626,0,False
RPP30,True,4.809245221407677,False,0.7382970198241592,0.4602492682139262,-0.87192565,0,False
CDC40,True,4.496418938153372,False,0.6246892202465375,0.5779696371802232,-0.63513595,0,False
SLAMF6,True,6.484454537790867,False,0.7461506495667783,1.3628227680851621,0.86141276,0,False
SETD3,True,4.627465983996995,False,0.4162437801919815,1.2580101345436971,0.588504,0,False
ELK4,True,4.339220814622406,False,0.5824478630506585,0.6976149479440692,-0.4432544,0,False
EBP,True,6.3137749564524,False,0.6827787721205774,1.423653152013501,0.976717,0,False
TOR1A,True,5.66553519257918,False,0.5861364569329099,1.334576789041317,0.7757912,0,False
